NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q14,q15,q16a,q16b,chasu,nat,city,sex,edu,job,age
1305,1,1,7,4,4,3,4,4,4,4,3,3,5,5,5,4,5,11,12,1305,2,2,8,1
1306,2,4,1,4,4,4,5,5,5,5,3,3,5,4,4,5,5,11,7,5024,2,1,7,1
1307,1,1,1,4,3,3,4,5,4,4,3,4,4,4,4,4,4,11,7,5188,2,2,3,2
1308,1,1,1,4,4,4,4,4,4,4,4,4,4,5,5,4,5,11,97,5009,2,2,2,1
1309,2,2,5,5,3,5,5,5,5,3,3,5,5,5,5,5,5,11,9,805,2,3,5,5
1310,1,1,1,4,4,4,4,4,4,4,4,4,4,3,5,5,5,11,6,701,2,2,3,1
1311,2,2,1,4,4,4,5,5,4,4,3,4,3,4,4,4,5,11,3,401,2,2,3,1
1312,2,4,6,4,4,4,4,8,8,8,4,4,4,5,4,4,4,11,13,1501,1,2,7,2
1313,2,2,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,11,3,401,2,2,1,1
1314,2,3,1,4,5,4,4,4,4,4,4,4,5,5,5,4,5,11,3,401,1,2,2,1
1315,1,1,6,4,4,4,4,8,8,8,4,4,4,5,4,4,4,11,12,1318,1,2,2,2
1316,1,1,6,5,4,5,4,8,8,8,4,4,5,3,4,3,4,11,8,601,2,2,2,2
1317,2,4,6,5,5,5,5,5,4,5,5,5,5,5,5,5,5,11,8,601,1,3,2,1
1318,1,1,1,3,4,4,5,3,4,4,3,3,3,3,4,4,4,11,4,402,2,2,9,2
1319,2,4,6,4,5,5,5,8,4,4,4,4,5,5,4,3,5,11,9,848,1,3,2,5
1320,1,1,1,5,5,5,5,5,5,5,5,5,5,3,5,5,5,11,9,870,1,3,2,4
1321,1,1,1,4,4,4,4,3,3,3,2,3,3,4,4,4,4,11,97,5006,1,2,8,0
1322,2,2,6,5,4,4,4,4,4,4,3,4,5,4,4,3,4,11,13,1501,1,2,2,4
1323,2,4,2,5,5,5,3,4,4,8,3,4,5,4,4,3,5,11,14,1701,2,3,7,1
1324,2,2,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,97,5109,1,3,5,2
1325,1,1,1,5,5,5,5,5,5,5,3,3,3,5,5,3,5,11,97,6371,1,2,5,1
1326,2,4,6,5,3,4,3,4,3,8,3,3,4,5,4,4,4,11,9,814,2,3,2,2
1327,1,1,6,5,5,5,3,4,8,8,5,4,5,3,5,4,4,11,15,5713,1,2,2,2
1328,2,2,6,5,5,5,5,5,8,8,5,5,5,4,5,5,5,11,9,833,1,3,12,3
1329,2,4,5,4,4,5,5,4,4,4,3,3,4,5,5,5,5,11,9,847,2,3,5,5
1330,1,1,5,4,4,4,4,4,4,4,3,3,4,3,4,4,4,11,9,871,2,3,2,1
1331,2,4,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,11,9,805,2,2,2,1
1332,1,1,4,4,4,4,4,4,4,3,2,2,3,5,5,4,4,11,6,702,2,2,12,1
1333,2,4,1,4,4,4,4,4,4,4,3,4,5,5,5,5,5,11,4,402,2,3,8,1
1334,2,3,5,4,5,5,5,4,5,3,2,4,1,4,4,4,2,11,9,801,1,2,8,1
1335,1,1,1,4,5,5,5,5,4,4,3,4,4,5,5,4,5,11,9,801,2,2,3,2
1336,2,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,10,1002,1,3,2,3
1337,1,1,6,5,4,8,5,4,4,8,4,2,4,5,5,5,5,11,12,1361,1,2,2,2
1338,2,4,6,3,5,8,4,3,3,3,2,4,4,4,3,3,3,11,12,1333,2,2,3,3
1339,1,1,5,5,5,5,4,4,4,4,2,3,4,4,3,3,4,11,12,1303,2,2,2,1
1340,2,3,1,3,4,4,5,8,5,5,4,5,5,5,5,3,5,11,12,1317,1,3,5,2
1341,1,1,1,5,5,8,5,5,5,5,5,5,5,5,5,5,5,11,9,848,2,2,4,1
1342,2,4,5,5,5,5,5,3,4,8,3,4,5,5,4,5,5,11,8,609,2,2,7,3
1343,1,1,6,5,4,5,5,4,4,3,3,4,5,5,5,4,5,11,16,5633,1,3,2,2
1344,2,2,1,4,4,4,3,4,4,4,3,4,4,4,4,4,4,11,3,401,1,2,6,2
1345,2,3,6,5,4,5,3,4,4,5,3,3,4,2,4,4,4,11,16,5236,1,2,2,2
1346,2,2,6,5,5,5,5,8,8,8,4,4,4,5,5,4,5,11,9,801,1,2,12,5
1347,2,4,6,5,5,5,5,8,4,8,4,5,5,5,5,5,5,11,8,601,2,3,5,4
1348,2,4,1,4,4,4,5,5,4,4,3,4,5,5,4,5,5,11,3,401,2,2,4,3
1349,1,1,4,4,3,2,5,4,3,2,2,3,4,4,3,4,3,11,3,401,2,2,3,1
1350,2,4,1,4,4,4,3,3,4,4,3,3,4,4,4,4,4,11,5,501,2,2,8,1
1351,2,3,1,4,3,3,4,4,3,4,4,3,3,4,4,3,4,11,3,401,1,2,3,1
1352,1,1,5,5,5,5,5,4,5,8,5,5,5,5,5,5,5,11,9,855,1,2,8,1
1353,2,4,1,4,4,4,4,4,4,4,5,3,4,4,4,4,4,11,3,401,2,2,8,1
1354,1,1,1,4,4,4,3,4,4,8,3,4,4,4,4,3,4,11,9,801,2,4,9,3
1355,2,4,1,4,4,5,5,4,5,3,4,4,4,5,4,4,4,11,9,838,1,3,1,5
1356,2,4,1,4,3,4,3,4,5,4,2,3,4,4,4,4,4,11,14,1702,1,2,3,0
1357,2,2,1,4,4,5,5,4,4,4,3,4,5,5,5,4,5,11,9,868,1,2,8,1
1358,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,97,5006,2,2,2,1
1359,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,9,824,2,2,4,1
1360,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,11,97,5158,1,3,1,1
1361,1,1,6,5,5,4,5,5,5,4,3,4,5,4,5,3,5,11,9,802,2,3,2,1
1362,2,2,7,5,5,5,5,5,5,5,5,5,5,4,5,4,4,11,4,402,2,2,8,1
1363,2,4,6,5,2,5,5,5,4,3,3,4,4,5,5,5,5,11,5,501,1,2,2,1
1364,2,4,1,4,4,4,5,5,4,4,3,3,3,5,5,3,4,11,5,501,2,2,4,1
1365,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,10,1005,2,2,4,1
1366,2,4,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,11,9,801,1,2,4,3
1367,2,2,6,5,5,4,5,5,5,8,4,5,5,5,4,4,4,11,9,816,1,3,2,3
1368,2,4,6,4,5,4,5,4,3,2,2,3,5,5,5,5,5,11,13,1524,1,3,2,2
1369,1,1,1,4,5,4,5,4,4,4,4,4,5,3,4,4,4,11,11,1150,2,3,5,2
1370,2,4,5,4,4,5,5,4,5,8,5,4,5,5,5,5,5,11,13,1698,2,2,5,1
1371,2,2,1,4,3,4,4,4,3,3,2,3,4,4,4,4,4,11,4,402,1,3,2,3
1372,1,1,5,5,5,5,5,5,4,3,4,4,5,4,4,3,5,11,11,1101,1,2,2,5
1373,1,1,1,5,5,8,4,4,5,4,3,3,5,5,5,4,5,11,7,5001,2,2,2,2
1374,1,1,3,4,4,4,4,4,5,5,5,3,5,4,5,4,4,11,7,5001,2,1,4,2
1375,2,4,1,5,5,5,5,5,5,4,5,4,5,2,3,4,3,11,6,724,2,3,1,2
1376,2,2,1,5,5,5,5,5,5,5,5,5,3,5,5,5,5,11,6,701,2,2,8,1
1377,2,2,2,5,5,5,5,5,5,5,5,4,5,5,4,4,5,11,14,1718,2,2,7,1
1378,1,1,6,5,5,5,4,8,8,8,3,3,5,3,3,4,5,11,16,5949,1,2,2,2
1379,2,2,1,4,4,4,4,5,5,4,4,4,4,4,4,4,4,11,3,401,2,1,12,2
1380,1,1,1,5,4,4,4,5,4,4,3,3,5,4,4,5,5,11,3,401,1,1,1,2
1381,2,3,1,5,5,5,4,5,5,5,5,5,5,5,5,4,5,11,10,1001,2,2,9,4
1382,2,4,1,4,5,5,5,5,5,5,4,4,5,4,4,4,5,11,3,401,2,2,3,3
1383,2,2,1,5,5,8,5,5,5,5,4,4,5,4,4,5,5,11,14,1703,2,2,7,2
1384,2,2,6,4,5,3,3,5,4,4,4,3,5,4,4,4,4,11,14,1752,1,2,7,2
1385,2,4,6,5,4,5,2,4,4,5,1,3,5,5,5,4,5,11,14,1701,1,3,2,1
1386,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,15,5403,1,3,7,2
1387,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,15,5077,1,2,7,2
1388,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,15,5037,1,3,7,2
1389,2,2,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,15,5037,1,2,7,3
1390,2,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,15,5403,1,1,7,5
1391,1,1,4,4,4,5,4,4,5,4,5,5,4,4,4,4,4,11,4,402,2,1,8,0
1392,1,1,1,5,5,4,5,5,5,5,5,4,5,5,5,4,5,11,4,402,2,1,2,4
1393,2,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,4,402,1,2,12,1
1394,1,1,1,5,5,3,5,3,3,4,4,4,5,5,4,3,4,11,97,5740,1,3,5,1
1395,1,1,5,5,5,8,5,8,5,5,4,5,5,4,4,4,5,11,10,1010,2,3,3,5
1396,2,4,6,4,5,5,5,5,5,8,4,5,5,4,4,4,4,11,10,1002,1,4,2,4
1397,1,1,1,5,5,5,5,5,5,5,4,5,5,4,5,4,5,11,10,1010,2,2,3,1
1398,2,4,6,5,5,5,5,8,5,8,5,5,5,5,5,4,5,11,9,809,2,3,2,3
1399,1,1,6,4,5,5,3,4,5,4,3,4,4,3,3,4,5,11,10,1006,1,4,2,2
1400,2,2,6,4,5,5,5,4,4,4,4,4,5,5,5,4,5,11,12,1303,1,4,2,3
1401,2,2,6,4,4,5,5,4,4,8,4,4,5,4,4,4,4,11,97,5004,1,4,2,2
1402,2,2,6,4,5,5,5,4,4,4,4,5,5,4,4,4,5,11,12,1341,1,4,2,3
1403,1,1,1,4,4,4,5,5,4,4,3,3,5,4,5,4,5,11,9,845,2,2,8,1
1404,1,1,6,4,5,5,5,4,4,5,4,4,5,4,4,4,4,11,9,814,1,4,2,2
1405,1,1,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,11,9,808,2,3,3,0
1406,1,1,6,5,5,5,5,8,4,8,4,5,5,5,5,4,4,11,9,823,1,4,5,5
1407,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,12,1306,2,2,8,1
1408,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,4,402,1,3,5,4
1409,2,4,6,4,5,8,5,8,4,8,4,4,5,4,4,4,4,11,4,402,1,4,2,4
1410,2,2,4,4,4,4,4,5,4,4,3,3,4,5,5,4,4,11,4,402,2,3,2,2
1411,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,4,402,2,2,9,3
1412,2,4,6,5,5,5,5,8,5,8,5,5,5,4,4,4,5,11,12,1301,1,3,2,4
1413,2,4,6,4,5,4,4,4,4,4,3,4,5,5,5,4,4,11,16,5753,1,2,7,2
1414,2,4,6,4,4,5,5,4,4,4,4,4,5,4,4,4,4,11,8,603,1,3,5,5
1415,1,1,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,11,9,803,2,2,2,1
1416,1,1,1,4,4,8,4,4,4,3,3,4,4,4,5,4,4,11,10,1012,2,2,5,2
1417,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,9,804,1,3,1,4
1418,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,4,5,11,9,832,2,2,4,3
1419,1,1,1,4,4,8,4,8,4,5,5,4,5,3,3,3,4,11,10,1001,2,2,3,1
1420,2,3,4,4,5,5,5,5,5,4,4,4,5,5,5,4,5,11,6,701,2,1,12,0
1421,2,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,11,6,701,1,2,3,1
1422,2,2,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,11,6,701,2,2,9,2
1423,1,1,6,5,5,5,5,4,5,8,4,5,5,4,4,4,4,11,9,875,1,1,7,4
1424,1,1,6,5,5,5,5,4,5,4,5,4,5,5,5,4,5,11,9,851,1,2,5,1
1425,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,11,9,810,1,3,5,2
1426,1,1,5,5,4,4,5,4,4,4,4,4,4,4,4,3,5,11,9,845,2,2,9,3
1427,2,4,5,5,5,5,5,4,5,5,3,5,5,2,4,5,5,11,9,823,2,3,2,3
1428,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,4,5,11,9,801,2,3,10,5
1429,1,1,1,4,4,4,3,4,4,4,4,4,4,5,4,4,5,11,97,5034,2,2,12,2
1430,2,2,6,4,5,4,4,8,4,8,4,4,4,4,4,4,4,11,97,5033,1,3,3,3
1431,2,3,6,4,5,5,3,4,4,4,3,4,5,5,5,4,4,11,16,5520,1,2,2,1
1432,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,8,603,1,3,5,1
1433,2,2,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,11,8,601,2,3,3,3
1434,2,4,6,5,5,5,5,4,5,4,5,5,5,4,4,4,4,11,8,601,2,3,5,4
1435,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,8,601,2,4,5,3
1436,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,8,605,1,3,3,2
1437,1,1,6,5,5,5,5,4,5,4,4,5,5,4,4,4,4,11,8,601,2,4,5,2
1438,2,2,1,3,4,4,4,4,3,8,3,3,3,5,4,4,5,11,7,5001,1,2,2,3
1439,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,14,1704,2,2,3,1
1440,1,1,5,4,5,5,5,4,5,5,4,5,5,4,4,4,5,11,9,818,2,3,3,1
1441,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,14,1704,1,2,3,2
1442,1,1,6,5,5,5,5,8,5,8,4,4,5,5,5,4,5,11,15,6494,1,3,3,2
1443,2,2,6,4,4,5,5,4,5,4,4,4,5,5,3,4,4,11,97,5916,1,1,12,0
1444,2,4,6,4,5,5,5,5,5,5,4,5,5,5,5,4,5,11,97,5067,1,3,7,3
1445,1,1,1,5,5,8,5,5,5,5,5,5,5,4,4,4,4,11,11,1123,2,2,12,1
1446,1,1,6,1,5,5,3,3,3,3,2,4,4,3,3,4,3,11,11,1101,1,2,5,1
1447,1,1,5,4,5,5,5,4,5,5,4,4,5,5,5,5,5,11,15,5535,2,4,5,4
1448,1,1,1,5,5,4,5,4,5,4,4,4,5,4,4,4,4,11,8,606,2,1,8,0
1449,1,1,1,5,5,5,5,5,5,5,3,4,5,5,4,5,5,11,12,1302,1,3,7,1
1450,2,2,6,4,4,5,4,8,4,8,4,4,5,5,5,4,5,11,15,5145,1,3,7,2
1451,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,15,5077,2,2,7,3
1452,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,15,5377,1,3,1,2
1453,1,1,6,5,5,5,5,5,5,5,4,5,5,4,4,4,4,11,15,5037,1,3,1,3
1454,1,1,5,5,5,5,5,4,5,5,4,4,5,4,4,4,4,11,9,801,1,2,3,2
1455,2,3,1,5,5,5,5,5,5,5,3,4,4,4,5,3,4,11,5,501,2,2,1,2
1456,1,1,1,3,3,3,5,4,3,2,2,3,4,3,3,4,3,11,4,402,1,2,1,3
1457,2,2,1,4,3,4,4,4,4,3,3,4,4,3,4,5,4,11,4,402,2,2,7,4
1458,1,1,7,5,5,5,5,5,5,5,3,5,5,4,5,3,5,11,16,5797,1,3,1,2
1459,2,2,1,5,4,5,5,4,5,5,3,4,5,4,5,3,5,11,4,402,2,3,9,3
1460,1,1,1,4,5,5,4,5,5,5,4,5,5,5,5,5,5,11,9,844,2,2,4,4
1461,1,1,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,11,9,813,1,2,1,2
1462,2,3,1,5,5,5,5,5,5,5,5,5,5,4,5,4,5,11,9,885,1,3,1,2
1463,2,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,9,809,2,2,12,1
1464,2,2,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,11,9,804,1,3,1,1
1465,2,3,6,5,5,5,5,4,5,5,4,5,5,5,5,4,5,11,9,851,1,2,12,3
1466,2,4,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,11,9,845,1,3,3,2
1467,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,8,601,2,3,2,3
1468,2,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,11,8,613,1,3,5,1
1469,2,2,1,5,5,5,4,4,5,5,4,4,5,5,5,5,5,11,7,5001,2,2,5,2
1470,1,1,6,5,5,5,5,5,5,5,4,5,5,5,5,5,4,11,14,1704,1,1,7,1
1471,1,1,1,5,5,5,5,5,5,4,5,5,5,5,5,4,5,11,14,1703,2,2,4,2
1472,1,1,1,4,4,4,4,4,4,4,4,4,4,3,3,4,4,11,15,6254,2,2,1,1
1473,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,14,1702,2,2,7,1
1474,2,2,6,4,4,4,4,3,4,4,3,4,4,4,4,4,4,11,14,1701,1,4,5,3
1475,1,1,1,5,5,5,5,5,5,5,5,5,5,4,4,4,5,11,2,201,2,2,3,1
1476,2,4,1,5,5,4,4,5,5,5,5,4,4,5,5,4,5,11,3,401,2,2,3,2
1477,2,2,1,4,4,4,4,5,4,8,4,4,5,4,4,4,4,11,3,401,1,2,5,3
1478,1,1,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,11,3,401,2,2,8,1
1479,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,15,5037,1,2,7,1
1480,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,15,5037,1,1,7,2
1481,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,15,5037,2,2,9,4
1482,2,3,6,4,4,4,4,4,4,4,4,4,4,5,5,4,5,11,15,5077,1,3,7,1
1483,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,11,15,5077,1,3,3,2
1484,2,4,6,4,4,4,4,4,4,4,4,4,4,5,5,4,5,11,15,5077,1,2,7,3
1485,2,4,6,4,4,4,4,4,4,4,4,4,4,5,4,4,5,11,15,5037,2,2,7,3
1486,1,1,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,11,15,5077,1,3,3,1
1487,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,15,5037,2,1,7,2
1488,1,1,1,5,5,5,5,4,4,4,4,5,5,4,4,4,5,11,97,5017,1,2,3,3
1489,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,11,10,1008,2,3,12,4
1490,1,1,1,5,5,5,5,4,5,3,3,3,4,5,5,4,5,11,4,402,1,2,3,1
1491,1,1,1,4,5,4,3,4,5,5,4,4,5,3,4,5,5,11,9,813,2,2,8,1
1492,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,4,402,2,2,2,3
1493,1,1,6,5,5,5,5,4,5,4,4,5,5,5,5,4,5,11,9,815,1,3,7,4
1494,2,4,5,5,4,4,4,5,5,3,3,5,5,5,5,4,4,11,9,815,2,2,9,2
1495,1,1,1,4,5,5,5,5,5,8,4,4,5,5,5,3,4,11,9,840,1,2,3,1
1496,2,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,11,10,1001,1,2,1,3
1497,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,3,401,2,1,3,3
1498,2,4,1,3,2,4,4,4,3,2,2,3,4,4,4,4,4,11,3,401,2,2,4,2
1499,2,3,6,5,5,5,5,8,5,8,5,5,5,5,5,4,5,11,11,1101,1,3,2,2
1500,2,2,6,5,4,5,5,4,5,5,4,5,5,4,4,4,4,11,97,5564,2,2,2,2
1501,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,11,1101,2,3,9,4
1502,2,3,5,4,2,3,3,2,4,2,1,2,4,4,4,3,4,11,5,501,2,2,7,3
1503,2,4,6,5,5,5,5,8,5,8,5,5,5,4,4,4,5,11,11,1101,1,4,2,4
1504,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,8,605,1,4,5,2
1505,1,1,2,5,5,4,4,4,5,4,3,3,5,3,4,3,4,11,14,1703,1,2,1,3
1506,2,4,1,5,5,5,5,5,5,5,5,3,4,5,5,5,5,11,14,1702,1,2,7,4
1507,1,1,5,4,5,5,5,5,5,4,4,5,5,4,4,4,5,11,14,1703,2,2,9,5
1508,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,15,5536,2,2,5,1
1509,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,15,5540,2,3,3,2
1510,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,5,5,11,2,254,2,2,7,1
1511,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,11,1224,1,4,5,4
1512,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,15,5037,2,2,7,2
1513,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,15,5077,2,2,7,2
1514,2,4,6,5,5,5,5,4,5,5,5,5,5,5,5,4,5,11,15,5021,1,4,2,4
1515,1,1,1,3,3,4,4,4,4,4,3,4,4,4,4,3,4,11,4,402,2,1,8,0
1516,2,3,1,4,4,4,5,4,5,5,5,4,4,5,4,4,5,11,4,402,1,2,5,2
1517,2,2,6,5,5,5,5,5,5,5,4,4,4,5,5,4,5,11,4,402,1,3,2,3
1518,2,2,6,4,4,4,4,4,5,5,4,4,5,4,4,4,5,11,10,1002,1,3,2,3
1519,1,1,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,11,2,205,2,2,4,2
1520,2,4,1,5,4,5,3,5,4,4,4,4,4,4,4,3,4,11,2,210,2,2,2,4
1521,2,3,1,4,4,4,4,5,4,4,4,4,4,4,4,3,3,11,5,501,2,2,4,3
1522,2,2,1,4,3,3,3,3,4,3,3,3,4,4,3,3,4,11,5,501,2,2,1,2
1523,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,10,1085,1,2,10,4
1524,2,4,5,4,3,5,5,3,4,5,5,4,5,5,4,4,4,11,10,1001,2,3,3,2
1525,2,4,4,5,3,4,3,4,4,3,3,4,4,3,3,4,3,11,2,215,2,2,7,2
1526,2,3,4,5,5,5,5,5,4,4,4,4,5,5,5,4,5,11,2,202,2,2,7,1
1527,1,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,11,2,211,2,2,7,1
1528,1,1,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,11,2,242,2,2,3,1
1529,2,4,6,4,5,4,4,4,4,4,4,4,4,4,4,4,4,11,5,504,1,2,4,1
1530,2,4,6,4,3,3,4,4,3,3,2,3,5,3,3,4,4,11,2,290,1,2,3,1
1531,2,2,1,4,4,5,4,4,4,4,5,4,4,4,4,4,4,11,2,234,2,2,4,1
1532,1,1,1,5,5,5,5,5,5,5,5,5,5,4,4,3,4,11,2,234,2,2,3,1
1533,2,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,11,2,202,1,3,3,1
1534,1,1,7,4,5,4,3,5,5,5,3,3,5,5,5,4,5,11,2,210,1,2,8,1
1535,1,1,1,5,4,3,5,5,4,4,4,4,5,5,5,4,5,11,2,240,2,2,8,1
1536,1,1,1,4,4,4,4,5,4,3,4,3,4,4,4,3,3,11,2,242,2,2,2,1
1537,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,2,235,1,2,1,2
1538,1,1,7,4,4,3,3,5,3,4,3,3,5,4,3,4,3,11,2,231,1,1,8,0
1539,2,3,7,5,5,5,5,5,5,5,5,4,5,5,5,4,5,11,2,240,2,2,7,1
1540,1,1,1,4,5,5,4,5,5,5,4,4,5,5,5,4,5,11,2,202,2,3,3,1
1541,1,1,6,4,5,5,5,4,4,3,2,3,3,4,5,4,4,11,5,501,1,2,2,3
1542,1,1,1,4,4,4,4,4,4,4,3,4,5,4,4,4,4,11,2,202,2,1,9,2
1543,1,1,4,5,5,5,5,5,4,4,4,5,5,5,5,4,4,11,2,211,2,2,5,1
1544,1,1,1,4,4,4,4,4,4,4,4,3,4,4,4,3,4,11,2,209,2,2,3,2
1545,1,1,1,5,5,5,4,4,3,5,4,4,4,5,5,4,4,11,2,201,2,3,3,1
1546,2,2,7,5,5,5,4,5,4,5,3,3,5,4,4,4,4,11,2,216,1,2,8,0
1547,2,4,4,3,4,4,4,5,5,5,5,5,5,4,4,4,4,11,2,215,1,2,3,2
1548,1,1,4,5,5,5,4,5,5,5,5,5,5,4,4,4,4,11,2,201,2,2,3,1
1549,1,1,6,4,3,3,3,4,3,3,2,3,4,3,3,4,3,11,2,215,2,2,5,1
1550,1,1,1,5,5,5,5,5,5,5,4,5,5,4,4,5,5,11,2,209,1,1,7,2
1551,1,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,2,201,1,2,7,1
1552,1,1,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,11,5,501,2,2,3,2
1553,2,2,5,5,4,5,5,5,4,4,4,4,4,4,4,3,4,11,5,504,1,2,6,2
1554,2,3,6,4,4,3,5,4,4,3,2,4,4,4,4,3,4,11,5,501,1,3,4,2
1555,2,4,4,5,5,5,3,4,4,4,5,5,5,5,5,3,5,11,2,291,2,1,9,2
1556,1,1,7,4,4,4,4,4,4,4,4,4,4,4,3,4,4,11,2,209,2,2,8,0
1557,1,1,7,4,4,4,4,4,4,4,4,4,4,4,4,3,4,11,2,254,2,2,8,0
1558,2,4,6,5,5,5,3,5,4,5,5,5,5,4,4,3,5,11,2,218,1,2,4,1
1559,2,2,6,4,4,3,3,4,4,4,4,4,4,4,4,4,4,11,2,237,2,4,5,1
1560,2,4,5,5,4,4,5,5,5,5,5,5,5,4,4,4,4,11,2,234,1,2,8,1
1561,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,11,2,224,1,1,7,2
1562,2,3,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,11,2,209,1,9,3,2
1563,2,2,5,4,4,5,5,5,4,5,5,5,5,4,3,4,4,11,2,218,1,3,11,1
1564,2,4,1,5,5,5,5,5,5,5,5,5,5,4,3,4,4,11,2,201,2,2,11,1
1565,2,3,4,4,5,4,5,4,5,5,5,5,5,4,5,5,5,11,2,218,1,2,12,2
1566,1,1,1,5,5,5,4,5,5,5,5,5,5,4,4,4,4,11,2,202,2,2,3,1
1567,1,1,1,4,4,4,3,4,3,4,4,4,4,4,4,4,3,11,2,211,2,2,5,2
1568,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,2,224,1,1,6,2
1569,1,1,6,5,5,5,5,5,5,5,5,5,5,4,4,5,5,11,2,225,1,2,5,3
1570,2,4,6,5,5,4,5,4,5,5,4,4,5,5,4,4,4,11,5,504,1,1,4,2
1571,1,1,7,5,5,5,4,5,5,5,5,5,5,3,3,5,5,11,2,228,2,2,8,0
1572,1,1,1,5,5,5,4,5,5,5,5,5,5,4,4,4,5,11,2,202,1,2,3,2
1573,1,1,4,5,5,5,5,5,5,5,3,5,3,5,5,4,4,11,2,218,2,2,5,1
1574,1,1,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,11,2,201,2,2,5,1
